Firm,year,CASH_ASSET,SIZE,MTB,LEV,DIV,CFO,VOL,RD,LIQ,CAPEX,TANG,AGE,SG
EXETF,2017,0.139632509,6.83977725,1.728934282,0.573775984,1,0.106602831,0.008060401,0,-0.156486111,0.068155084,0.743734487,34,0.034478175
HUSKF,2017,0.079205515,10.40204827,1.023047347,0.180338324,1,0.102560209,0.020616839,0,-0.015154736,0.015458438,1.745042063,34,0.438424027
TGA,2017,0.144793135,5.792104659,0.676222403,0.213605654,0,0.210160451,0.142663733,0,0.009734454,0.252720459,2.032131477,35,1.213371289
CFPZF,2017,0.082619041,8.157169791,1.417516584,0.110569618,0,0.240518304,0.053921997,0,0.114382364,0.101998108,1.372789038,34,0.100096815
CCDBF,2017,0.090738932,8.723231275,2.320091797,0.379459635,1,0.156119792,0.009400702,0,-0.000911458,0.106261068,0.456966146,35,0.196478067
CADNF,2017,0.020310361,8.38526052,0.963198667,0.367640347,1,0.087403012,0.013487939,0,0.063897764,0.175490644,0.996120493,35,0.079980005
AIN,2017,0.134974486,7.216120473,2.035015148,0.379210813,1,0.132397344,0.003619295,0.035510474,0.145800244,0.147098365,0.992337632,31,0.107558099
FAST,2017,0.04016492,7.976080167,5.683561752,0.142587184,1,0.346400962,0.006662032,0,0.504311974,0.08021474,0.551417282,30,0.108142379
MXIM,2017,0.600590604,8.427319467,3.754333392,0.325514695,1,0.187293733,0.020988538,0.197758335,0.061650686,0.019618912,0.341228992,30,0.045972172
APH,2017,0.175301632,9.210730296,3.284175172,0.354121892,1,0.165775348,0.004153852,0.027626831,0.132238427,0.052489529,0.201611372,30,0.11531242
AKRX,2017,0.192781817,7.554602467,2.676051057,0.426912964,0,0.096823218,0.108417312,0.095716638,0.099995758,0.095614008,0.23264176,31,-0.246944288
IPAR,2017,0.357742372,6.656433422,2.188223413,0.077887864,1,0.116405579,0.002144104,0,0.133623993,0.019985291,0.049774227,31,0.134681963
PII,2017,0.044777743,8.035794646,3.229746847,0.295512063,1,0.191440102,0.030250121,0.043904491,-0.004904206,0.088131349,0.500967927,30,0.201707734
OSB,2017,0.114598193,7.651120176,1.904509748,0.260580124,1,0.317165953,0.077267453,0,0.025677603,0.174512601,0.951973371,30,0.232729332
ICPT,2017,0.807514093,6.182801592,4.002435568,0.72318047,0,-0.67268095,0.137331115,1.462315587,-0.145854109,0.02840732,0.051553948,7,4.248527113
WFTBF,2017,0.057117556,8.415603336,1.735061151,0.140801417,1,0.23776843,0.039473519,0,0.099623644,0.117998672,1.157626743,31,0.153707865
SNCAF,2017,0.052858324,9.529703217,1.347789814,0.227696903,1,0.045529499,0.004097915,0,-0.044724558,0.021332888,0.065967637,35,0.10399507
SJR,2017,0.035274473,9.573106726,1.583897585,0.299172059,1,0.141167467,0.003700442,0,-0.054337995,0.068392124,0.579976345,33,-0.006261361
PXD,2017,0.124331,9.741145078,2.067056911,0.160677527,1,0.101864377,0.031945716,0,-0.072457802,0.214138681,1.391342704,30,0.339913946
USM,2017,0.058763339,8.830689199,0.930061395,0.239731033,0,0.098669785,0.00701559,0,0.050869756,0.077620231,1.115041661,30,-0.012439706
MAN,2017,0.077558647,9.091962159,1.625655193,0.106657211,1,0.102109505,0.004509361,0,0.075622495,0.0169751,0.071299923,35,0.070224533
BID,2017,0.293462879,8.035054469,1.677057448,0.375225075,0,0.062911139,0.006060971,0,-0.168608758,0.015406307,0.188444492,30,0.228479333
MGM,2017,0.051441608,10.280525,1.387367012,0.442711177,1,0.085268316,0.006685603,0,-0.076056671,0.098970794,0.956324935,30,0.139477932
LVMUY,2017,0.06204231,10.91680745,2.376826662,0.168869436,1,0.147600284,0.001840932,0.003049067,0.026637476,0.09379835,0.340408461,30,0.291904908
SSP,2017,0.069826555,7.66366503,1.159214613,0.325550305,0,0.037872356,0.049459972,0,0.115539542,0.01383533,0.239779052,30,-0.082936481
TEVA,2017,0.013835587,10.91680745,1.078512356,0.459888126,1,0.086865397,0.010709952,0.154835828,-0.049791121,0.0329675,0.172456277,31,0.022006118
IIVI,2017,0.184044238,7.297969346,2.397083288,0.248095677,0,0.132930616,0.000824829,0.099594052,0.166152101,0.158894928,0.494457106,30,0.175081236
MERC,2017,0.267139403,7.452814199,1.219791791,0.568974494,1,0.146584063,0.009380145,0,-0.022534223,0.211288854,1.037167988,31,0.254955062
FCX,2017,0.119216128,10.52680222,1.522145729,0.351643344,0,0.160152271,0.107617007,0,0.034689829,-0.376975362,0.994316659,29,0.10606878
JNP,2017,0.350310356,4.114473934,1.181009474,0.062054884,1,-0.013606664,0.097784024,0.137257648,-0.029614505,0.1022705,0.387291735,30,-0.084180822
WPP,2017,0.071027392,10.72657433,1.217339296,0.204180738,1,0.071615488,0.002997213,0,-0.081476262,0.019679549,0.068844359,32,0.163420553
ELUXY,2017,0.1298744,9.303131381,1.616028549,0.103502503,1,0.122514793,0.003678957,0.029215139,-0.140400885,0.113425743,0.636235951,33,0.119856539
ODP,2017,0.098371026,8.751949058,0.974870055,0.285940218,1,0.093942749,0.014238779,0,0.032105013,0.041436027,0.358690495,29,-0.070864713
ARCH,2017,0.216824642,7.590666248,1.655180458,0.164635144,1,0.199385037,0.112230928,0,0.034188172,0.085857877,0.557371269,30,0.177383778
CMT,2017,0.194589567,4.924518063,1.47547067,0.049047034,1,0.107758151,0.017213149,0.005245155,0.098740763,0.075794017,1.052505758,29,-0.075530929
MGPI,2017,0.012832462,5.482004657,5.671229986,0.102168703,1,0.225595852,0.003112489,0,0.374812756,0.134720049,1.112180021,29,0.091700889
DDD,2017,0.152040002,6.798792728,1.41601786,0.008610961,0,0.007969767,0.030675284,0.14646578,0.105879585,0.111167487,0.226799916,30,0.020702566
DVN,2017,0.088389934,10.3169539,1.412717833,0.344102378,1,0.111140505,0.127487805,0,-0.039582024,-0.376975362,2.011408353,29,0.353746118
LNN,2017,0.240340532,6.226599908,2.330786195,0.231163247,1,0.112401982,0.006930155,0.033103275,0.156664005,0.045692763,0.373770829,29,0.00304796
LH,2017,0.019115162,9.715228403,1.568811504,0.408142202,0,0.124927571,0.006028146,0,0.019302269,0.044736842,0.20090536,29,0.082930573
VASO,2017,0.092377329,4.039148927,0.991634318,0.162791926,0,-0.024763112,0.063376417,0.012982909,-0.237098876,0.075187573,0.170823206,29,0.002741462
TMTNF,2017,0.05616239,7.957845518,2.167153328,0.313427404,1,0.119688905,0.059689391,0,0.216195477,0.192099888,0.467171628,35,0.258599794
TORM,2017,0.099342123,3.59261632,0.756676484,0.097773129,0,0.039830438,0.037204758,0,0.255828677,0.241982989,1.318285667,30,0.01326191
GG,2017,0.010790869,9.984376056,0.856675509,0.12593959,1,0.049896242,0.00698589,0,-0.01595573,0.037721928,1.435277842,34,-0.024786325
PKIUF,2017,0.004157582,8.596337034,1.347125134,0.427805906,1,0.074688643,0.019236683,0,-0.026312872,0.337429321,0.476939281,35,0.525774019
WDAY,2017,0.660515452,8.506622316,5.040186368,0.301440507,0,-0.034204265,0.036480528,0.424900959,-0.276860443,0.079424969,0.172935855,10,0.365515765
CNQ,2017,0.01394398,10.91680745,1.315076874,0.304032924,1,0.104038339,0.028702889,0,-0.032409601,0.318450729,1.656775015,35,0.582343438
CPE,2017,0.010394327,7.898521001,1.221422525,0.230273984,1,0.098620055,0.061668745,0,-0.033010854,0.482339112,1.72064489,30,0.8246063
SU,2017,0.02985675,10.91680745,1.339110616,0.174078709,1,0.117169866,0.03192034,0,-0.029633272,0.145618701,1.30623282,35,0.195620547
TCLAF,2017,0.115645622,7.667017862,1.331219413,0.163008377,1,0.181682033,0.002720935,0,0.078532316,0.019001264,0.75944213,33,-0.006090616
LWAY,2017,0.077155567,4.166959754,2.262790806,0.097320169,0,0.040081216,0.069390513,0,0.100776515,0.127853811,0.772857608,31,-0.040248953
VLO,2017,0.116631445,10.8229333,1.356644308,0.176881056,1,0.098887515,0.005544796,0,0.047669365,0.071314646,0.797679333,38,0.259969216
TRS,2017,0.026693767,6.940416061,1.657275455,0.293341076,0,0.134281843,0.026617781,0,0.15661053,0.06911537,0.38030391,30,0.029873303
IEX,2017,0.110585629,8.131421293,3.422254782,0.252688235,1,0.172740665,0.00196629,0.033401652,0.078572714,0.03529798,0.198973241,29,0.082473002
REPYY,2017,0.076883247,10.91680745,0.877338904,0.262809695,0,0.087742462,0.009126676,0.001496041,-0.03117431,0.112820726,0.841221588,29,0.322382507
AKZOY,2017,0.081715888,9.875560806,1.776337118,0.202311746,1,0.070033346,0.042076232,0.028089889,0.08647552,-0.333321713,0.279020846,33,-0.228636442
MLI,2017,0.095797293,7.185518068,2.155982814,0.352281103,1,0.140796699,0.003889441,0,0.280564744,0.040617404,0.622803224,52,0.102378258
NCC.A,2017,0,5.911075738,1.45002181,0.301755878,1,0.141941409,0.002817112,0,0.001888362,0.021945094,0.235373324,35,0.002005533
TECH,2017,0.101214271,7.351298781,3.496338961,0.220617898,1,0.132464692,0.029101289,0.095051003,0.035161296,0.049509087,0.169014112,28,0.128210523
CRH,2017,0.06686053,10.54610938,1.337720738,0.252141743,1,0.099453096,0.000495094,0,0.05137043,0.120965333,0.701166496,31,0.060116592
TG,2017,0.048284933,6.627701371,1.383922048,0.201126573,1,0.11354389,0.005235704,0.019022604,0.127718021,0.01765018,1.020045174,29,0.160548615
NGLOY,2017,0.142959257,10.90707462,1.066881694,0.219405803,1,0.146881472,0.047404015,0.002972221,-0.008412602,0.118986089,1.180110335,27,0.227570399
SIG,2017,0.038547161,8.67241758,1.157797623,0.1253853,1,0.091307624,0.010596266,0,0.37396397,0.069628057,0.355418179,29,-0.024249423
PRTK,2017,0.807514093,5.098023267,3.551441679,0.361556036,0,-0.511435693,0.207230916,4.406137022,-0.050018937,0.009871837,0.029508345,4,4.508994958
SRAX,2017,0.043082267,3.161500917,2.656915615,0.072481572,0,-0.104549691,0.023993048,0,0.004532746,0.028043718,0.029508345,4,-0.34711853
TRI,2017,0.033006042,10.18414501,1.677925762,0.265332326,1,0.121638973,0.012843505,0,-0.101699396,0.064048338,0.162688822,35,0.014956117
HHER,2017,0.016050008,2.471314696,0.677173509,0.01495185,1,0.091400574,0.045724033,0,0.153066396,0.022554486,0.051697922,5,0.183807279
NVLN,2017,0.150770872,5.911668892,1.117545773,0.700034117,0,-0.075400328,0.0159798,0.35998766,-0.040544565,0.052737178,0.029508345,30,4.508994958
SPWH,2017,0.00465942,5.939278749,1.610809038,0.509220067,0,0.175245811,0.028555002,0,0.325118988,0.117133443,0.400926089,5,0.038098303
YY,2017,0.673786733,7.706281775,3.479488333,0.041135977,0,0.192943323,0.004183293,0.067434418,-0.190778413,0.041646717,0.106173254,7,0.508161191
TSCEF,2017,7.26E-05,4.41443332,0.865886852,0.526967992,0,-0.037248139,0.065831117,0,-0.458497138,0.098759605,2.032131477,6,-0.050311128
ABBV,2017,0.138290057,10.91680745,3.103212344,0.527900997,1,0.172562371,0.002312843,0.188155656,-0.073559743,0.028904021,0.114019721,9,0.100553865
ENTA,2017,0.684763208,5.788849463,3.511306435,0.001402168,0,0.081898254,0.023796491,0.558785768,-0.020916185,0.012668497,0.046237873,6,0.164793583
LEA,2017,0.129266108,9.388143402,1.641513895,0.164114885,1,0.177935526,0.010129693,0.007226267,0.017955951,0.106429821,0.364099817,28,0.10289046
EOG,2017,0.027963189,10.30337306,2.546611452,0.214093598,1,0.154476685,0.047008782,0,-0.009407745,0.219101495,1.894424035,28,0.524542351
BCC,2017,0.110217006,7.382244458,1.53810146,0.272718958,1,0.138072403,0.021477278,0,0.232623587,0.08689,0.667646014,7,0.133149418
VREYF,2017,0,7.618846498,1.045805122,0.119184054,1,0.103263314,0.027667708,0,-0.018545711,0.249003542,1.379899048,6,0.377746037
NTR,2017,0.006824332,9.740850969,1.532274676,0.261266031,1,0.075244146,0.00243165,0,0.094422873,0.065654783,1.184962937,29,0.020421903
LSCC,2017,0.175792226,6.455137241,1.783727461,0.473574637,0,0.061911029,0.009223743,0.267791305,0.106810009,0.056017586,0.269958378,28,-0.096224365
ATW.,2017,0.024818774,2.096667322,2.026610149,0.305811525,0,-0.080353852,0.00191674,0,-0.120162182,0.083794078,0.029508345,4,2.486382475
HMHC,2017,0.091835242,7.849164289,1.137234528,0.299655444,0,0.031468358,0.012835725,0,-0.046246847,0.077685559,0.237870237,6,0.025370715
PRTA,2017,0.807514093,6.207239013,3.086395657,0.072022791,0,-0.310848248,0.009877362,4.406137022,-0.057752015,0.003384852,0.126393985,8,4.508994958
RTRX,2017,0.577750189,6.254493975,2.030998951,0.086628897,0,-0.019919438,0.014791029,0.504514738,-0.116251494,0.036191303,0.029508345,5,0.159786213
ANY,2017,0.055211335,4.422208424,1.08456244,0.538040346,0,-0.183357349,0.047887448,0.089312219,-0.458497138,0.078434198,0.074447646,5,0.06715275
XONE,2017,0.232084554,4.559754322,1.630399749,0.017748012,0,-0.132157807,0.035450608,0.171602244,0.073053579,0.051329008,0.675345333,7,0.208336821
KND,2017,0.03525893,8.562685925,1.145961993,0.604200456,1,0.079579117,0.006650183,0,0.057086978,-0.045609193,0.321623547,29,-0.163085103
NVEE,2017,0.061321865,5.722865889,2.329773857,0.224203676,0,0.131669828,0.010895115,0,0.183815161,0.055072274,0.04859049,7,0.487356527
CWGL,2017,0.117113961,5.537369699,1.166643662,0.096177694,0,0.035022381,0.004597569,0,0.270565216,0.05894673,0.756032267,9,-0.021649309
SBGL,2017,0.027111297,8.723754575,1.130198939,0.33717491,1,0.055204502,0.10190524,0,0.019774968,0.575590192,1.337166939,7,0.626960506
MRIN,2017,0.345895957,4.423276538,0.999394859,0.03722007,0,-0.194268853,0.116200452,0.354229174,0.018112248,0.170602982,0.720543607,9,-0.249173992
NVGS,2017,0.033502042,7.525039795,0.775475798,0.464861666,0,0.065144208,0.011633465,0,-0.032582353,0.138126002,1.129846641,6,0.015242493
ATLCY,2017,0.195310872,9.641095118,3.549171701,0.200003159,1,0.237382592,0.023916025,0.031705605,0.109648599,0.059778674,0.230582686,17,0.282907135
PME,2017,0.019026738,5.30399124,1.555642146,0.187861071,1,0.100617487,0.094186539,0,-0.096749495,0.158498146,0.821341566,6,2.077260114
BASFY,2017,0.083117505,10.91680745,1.638902248,0.230499692,1,0.150911533,0.011583567,0.028790587,0.123374978,0.15604069,0.900276752,19,0.278033095
KELTF,2017,0.002894482,7.151929723,1.344900048,0.130022161,0,0.080895088,0.009758419,0,-0.03835208,0.289971463,1.362830936,4,0.387061209
DANOY,2017,0.092617692,10.88217057,1.670543007,0.423556516,1,0.098649129,0.008069252,0.013859046,-0.110011746,0.078141881,0.28368122,22,0.281204626
THST,2017,0.026066982,3.402463247,0.957683268,0.361442173,0,0.003395699,0.011232395,0,0.406784739,0.037352687,0.266196152,6,-0.16472094
GKPRF,2017,0.723819186,2.18278753,1.376801939,0.029196257,0,-0.000676361,0.139599071,0.10348455,0.159959418,0.019614474,0.053319806,5,-0.231818182
HAWK,2017,0.297496425,8.328373769,1.319346556,0.159118338,1,0.045675753,0.004337268,0,-0.336275268,0.041831494,0.095632996,6,0.177331523
MODN,2017,0.334764098,5.147122315,3.44612094,0.332711009,0,-0.139470501,0.065088075,0.23682425,-0.27560255,0.057591197,0.13051368,6,0.226210842
PETX,2017,0.500140541,4.90669599,2.062115954,0.272390378,0,-0.265148825,0.08526101,0.591483205,-0.132197171,0.004793183,0.029508345,6,-0.336644964
BURCA,2017,0.039846826,4.93018417,0.889363824,0.110848597,1,0.079209566,0.002644123,0,0.3204364,0.083161735,1.114706839,26,0.024430695
HMTV,2017,0.249653535,6.210371135,1.461587793,0.417047276,0,0.087799215,0.017406622,0,0.021713806,0.024634153,0.10173614,8,-0.101505143
EKSO,2017,0.732152259,3.63727032,3.797925397,0.185821838,0,-0.777956197,0.141317712,1.289677683,-0.053727493,0.061545751,0.168921765,6,-0.482947753
EPZM,2017,0.807514093,5.667668132,3.19232545,0.000641645,0,-0.467250025,0.021613291,4.406137022,-0.052872038,0.008152503,0.03238192,6,0.248907206
ECOM,2017,0.380197992,4.945285778,2.120958501,0.011628983,0,-0.050963981,0.00459883,0.178463296,-0.053803617,0.058045278,0.267345617,7,0.082464664
HDS,2017,0.129226494,8.370547611,2.382244493,0.506484484,0,0.163038444,0.003650192,0,0.161185734,0.01783233,0.19754516,5,-0.311601022
DDAIF,2017,0.082725299,10.91680745,1.043940214,0.497345514,1,0.06801119,0.000332691,0.036134609,-0.005927114,0.102973207,0.52556875,29,0.221594706
TMUS,2017,0.017275343,10.91680745,1.453806366,0.438034097,1,0.153593243,0.008653984,0,-0.054121849,0.138301943,0.701458271,4,0.0917781
IKNX,2017,0.226010399,2.828732733,1.115911132,0.18181281,0,0.024225951,0.012744695,0.039958244,0.210943039,0.056546916,0.945166627,20,-0.018611269
QIWI,2017,0.466721181,6.66271754,1.880461098,0.068154726,1,0.108545693,0.026816606,0,-0.287910052,0.02336091,0.029508345,5,0.226639407
SVRGF,2017,0.022660909,8.894875919,1.254461032,0.26820207,0,0.183905682,0.048046385,0,-0.005086024,0.335554185,1.164123655,5,0.729721013
IQV,2017,0.044191364,10.03196871,1.539266116,0.449608654,0,0.080599771,0.019750176,0,-0.020182921,0.051226805,0.0405857,6,0.415963943
PTLA,2017,0.807514093,6.348572397,5.953491068,0.18334861,0,-0.472766042,0.216796147,4.406137022,-0.115329312,0.005559093,0.031171503,7,-0.364972961
SFM,2017,0.012315986,7.366194169,2.633513846,0.305213761,0,0.205344198,0.001060408,0,-0.012446866,0.184686675,0.693369954,6,0.152785017
GFI,2017,0.072355402,8.797865755,1.038192807,0.269104696,1,0.187837042,0.010569856,0,-0.033020649,0.265056419,1.595247806,27,0.004473541
FI,2017,0.233034731,7.140269984,1.292423455,0.003741572,1,-0.015320554,0.015141644,0,0.078897167,0.047878811,0.976073275,8,-0.067146499
BLUE,2017,0.678802168,7.549907542,4.775597808,0.081975537,0,-0.167924625,0.041947968,4.406137022,-0.033122747,0.031355906,0.113363538,6,4.508994958
PGEM,2017,0.054120784,7.185058931,1.898495491,0.615076006,0,0.17380853,0.004835451,0,0.12480685,0.068408804,0.399212772,6,0.075560035
NSTG,2017,0.567080037,4.918242189,2.095230181,0.357782132,0,-0.254771062,0.033588126,0.408058831,0.061764233,0.05619251,0.228901303,9,0.328550452
NWSA,2017,0.138537658,9.58548372,0.906816111,0.02604453,1,0.061915888,0.004779065,0,-0.044873557,0.033191314,0.341052776,6,-0.01845152
NDLS,2017,0.018144715,5.221614492,1.972021724,0.311089277,1,-0.045229522,0.047367013,0,-0.135893712,0.068405738,1.738550906,6,-0.06355621
MNK,2017,0.082514773,9.634358962,0.700655077,0.440720115,0,0.085839185,0.009152291,0.086075242,-0.001708015,0.067365142,0.120542638,6,-0.047089446
JONE,2017,0.011386715,7.444285491,0.783254594,0.444028086,1,-0.021181676,0.036987703,0,-0.047517548,0.00477,1.462141453,6,0.474989636
TGEN,2017,0.033016913,3.925353755,1.663710998,0.016774881,0,0.035779835,0.047131985,0.028220342,0.22261254,0.275621164,0.285034833,6,0.355777869
CNAT,2017,0.807514093,4.405999476,2.351773837,0.160578953,0,-0.212860473,0.104802309,1.221697713,-0.29008677,0.001610915,0.029508345,6,4.508994958
ANIP,2017,0.075566922,6.021358245,2.397956388,0.488930892,0,0.165199521,0.006416966,0.051288721,0.148574021,0.093500235,0.065492626,6,0.374896985
LFDEF,2017,0.189242228,5.160628773,1.192942837,0.266241665,0,-0.033257973,0.218993696,0.022759078,-0.075949367,0.123265662,0.792063073,4,-0.637098283
ASC,2017,0.046664853,6.739975477,0.853520827,0.528559264,0,0.054057762,0.007231757,0,-0.016358777,0.051264281,1.041314426,7,0.191789737
DSS,2017,0.254948081,2.85825023,2.439515805,0.364121393,0,0.055590614,0.013461155,0.005679991,-0.313349779,0.120016063,0.566232574,4,-0.02690583
USFD,2017,0.013151148,9.109100023,1.455055183,0.415759136,0,0.105467892,0.002634463,0,0.077197942,0.067811363,0.412409189,6,0.05359585
XON,2017,0.102327328,6.741524764,2.030655027,0.00976559,0,-0.108101661,0.004641557,0.632766331,-0.015093564,0.107153443,0.186951424,6,0.209793323
FOXF,2017,0.083932232,6.059791197,3.863032997,0.230320393,0,0.18752189,0.00355944,0.042423465,0.18855391,0.057559668,0.166367801,8,0.180005309
EQXFF,2017,0.146579537,6.186873012,1.013834633,0.098467479,0,-0.06234334,0.019927894,0,-0.031908834,0.575590192,0.712518223,5,4.508994958
EAST,2017,0.286410455,2.200441619,2.614099014,0.27190165,0,-0.520212648,0.477138315,0,0.365267471,0.082511906,0.08915716,4,0.238614801
AR,2017,0.00186358,9.633087941,0.85991014,0.314523025,0,0.114690112,0.085966861,0,0.002788063,0.19749166,1.075761541,5,1.21968316
